job_role,title,description,tags,new_title
<br/>- Role and responsibilities will encompass all generalist HR functions
<br/>
<br/>- This role is primarily responsible for executing HR initiatives for all employees in order improve performance and build capability and commitment to the organization
<br/>
<br/>- Working closely with business managers, applying that understanding to HR practices
<br/>
<br/>- HR Operations, retention, employee connect, propagate & live our employee value preposition
<br/>
<br/>- Communicate and reinforce the company's value proposition & culture through various HR initiatives
<br/>
<br/>- Ensure effective cascading of HR policies & practices across the organization.
<br/>
<br/>- Address all concerns around performance, compensation and benefits and ensure that all employees are aware of the benchmark in the industry.
<br/>
<br/>- Provide inputs on reward & recognition programs, incentive schemes etc. in order to enhance employee motivation and retention.
<br/>
<br/>- Conduct engagement surveys and coordinate Focus Group Discussions on a need basis, in order to gauge employee perceptions & opinions
<br/>
<br/>- Create forums and facilitate interactions between the employees & the management on a regular basis
<br/>
<br/>- Working with line managers to identify and resolve Human Resources issues, and determine specific HR business needs within the division
<br/>
<br/>- Training, career development planning and implementation of employee development programs within the division
<br/>
<br/>Key Skills:
<br/>
<br/>- MBA in HR from good institutes.
<br/>
<br/>- 8 - 18 years of experience in generalist HR with a good exposure to international business practice.
<br/>
<br/>- The candidate should possess good communication skills, both, written and oral and should be proficient in making business presentations.
<br/>
<br/>- Exposure to working in highly matrix organization & ability to connect with the Global stakeholders.
<br/>
<br/>Ankita Sawant</p>","['HR Jobs in BFSI', 'HR Jobs in IT/ITeS', 'HR Head', 'HR Business Partner']",avp vice president human resource business partner investment bank yrs

vice president,Vice President/Head - Sales - Property Portal - IIM/XLRI/MDI/SP Jain (15-24 yrs),"<p><p>Vice President/ Head of Sales will be the single owner of driving hyper fast growth of topline and establishing the No.1 property portal in all focus markets and eventually pan India.<br><br>Responsibilities -&nbsp;<br><br>-  Deliver growth targets across geographies, customer segments, and products<br><br>-  Establish as the leading partner for all top builders among the real estate property portals; capture maximum share of wallet<br><br>-  Build a high energy and high performance sales team across all target markets<br><br>-  Setup best-in-class sales processes from pipeline to proposal and order to cash<br><br>Requirements<br><br>-  Candidate to have 15+ years of experience in sales/business development in the digital domain<br><br>-  MBA from a reputed Tier 1/ Tier 2 university (IIMs, XLRI, MDI, SPJain etc)<br><br>-  Experience of leading a large sales team (at least 50-100 sellers)<br><br>-  History of driving growth in a new business or startup environment<br><br>-  Good understanding of the Real estate landscape<br><br>-  Established relationships with large and small/medium builders (nice to have, not must have)<br><br>-  Excellent communication skills, an attitude to get things done and willingness to work in a high-growth start-up environment<br><br>-  Excellent Relationship Management skills</p></p>","['Sales', 'B2B Sales', 'Sales Head', 'Real Estate Sales', 'Online Sales', 'Ad Sales']",vice president head sales property portal iim xlri mdi sp jain yrs

vice president,Vice President - Real Estate Lending - North & East (10-15 yrs),"<p><p>- Investment Management for Real Estate<br><br>- Increase growth in top line as well as bottom line<br><br>- Review  current  portfolios, supervise deployment of funds and plan appropriate exits from investments across all Real Estate funds<br><br>- Supervise development of pipeline of proposals for future investments in Real Estate funds<br><br>- Supervise all due diligence activities  and ensure all necessary documentation for all investments in Real Estate are carried out<br><br>- Research and product development/refinement for Real Estate:<br><br>- Lead research efforts for Real Estate<br><br>- Respond to market requirements with new product ideas<br><br>- Finalize key aspects such as product life, investment strategy, investment pipeline, fund raising target, launch target, regulatory approvals, etc.<br><br>- Approve subscriptions to various research databases and tools<br><br>Team Development:<br><br>- Develop team's capability to identify appropriate investment opportunities innovate new products<br><br>- Guide, train and provide growth opportunities to subordinates to help develop their research capabilities<br><br>- Evaluation of real estate proposals across North and East and credit risk assessment<br><br>- Technical due diligence, understanding the approvals and construction risks<br><br>- Business development, origination of mandates and relationship management<br><br>- Preparation of term sheets and negotiation with clients<br><br>- Financial modelling and preparation of credit memorandum for the credit committee approval<br><br>- Execution of mandates -  coordination for technical due diligence, legal due diligence, legal documentation and disbursement activity<br><br>- Post disbursement credit monitoring<br></p></p>","['Banking', 'BFSI Sales', 'Project Finance', 'Due Diligence', 'Financial Modeling', 'Origination', 'Corporate Banking']",vice president real estate lending north east yrs
